id,ON STREET NAME,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 3,NUMBER OF CYCLIST INJURED,LONGITUDE,OFF STREET NAME,VEHICLE TYPE CODE 4,LATITUDE,LOCATION,VEHICLE TYPE CODE 1,NUMBER OF MOTORIST INJURED,NUMBER OF PERSONS KILLED,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 2,NUMBER OF PEDESTRIANS KILLED,CROSS STREET NAME,NUMBER OF PERSONS INJURED,VEHICLE TYPE CODE 2,BOROUGH,CONTRIBUTING FACTOR VEHICLE 1,ZIP CODE,VEHICLE TYPE CODE 3,NUMBER OF CYCLIST KILLED,DATE,UNIQUE KEY,CONTRIBUTING FACTOR VEHICLE 5,VEHICLE TYPE CODE 5,TIME,NUMBER OF PEDESTRIANS INJURED
391468,HINSDALE STREET,0,,0,-73.9016843,,,40.6756631,"(40.6756631, -73.9016843)",PASSENGER VEHICLE,0,0,,Lost Consciousness,0,ATLANTIC AVENUE,0,PASSENGER VEHICLE,BROOKLYN,Lost Consciousness,11207.0,,0,04/19/2016,3419115,,,17:00:00,0
391483,48 AVENUE,0,,0,-73.7661494,,,40.7557465,"(40.7557465, -73.7661494)",PASSENGER VEHICLE,0,0,,Failure to Yield Right-of-Way,0,215 STREET,0,PASSENGER VEHICLE,QUEENS,Failure to Yield Right-of-Way,11364.0,,0,04/19/2016,3427671,,,17:00:00,0
391533,91 STREET,0,,0,-74.0378411,,,40.62127529999999,"(40.6212753, -74.0378411)",PASSENGER VEHICLE,2,0,,Failure to Yield Right-of-Way,0,COLONIAL ROAD,2,PASSENGER VEHICLE,BROOKLYN,Failure to Yield Right-of-Way,11209.0,,0,04/19/2016,3416940,,,17:25:00,0
391629,LINDEN BOULEVARD,0,,0,-73.8700642,,,40.6679546,"(40.6679546, -73.8700642)",PASSENGER VEHICLE,0,0,,Lost Consciousness,0,EUCLID AVENUE,0,PASSENGER VEHICLE,BROOKLYN,Lost Consciousness,11208.0,,0,04/19/2016,3419116,,,17:50:00,0
391677,3 AVENUE,0,,0,-73.936309,,,40.803024799999996,"(40.8030248, -73.936309)",PASSENGER VEHICLE,0,0,,Lost Consciousness,0,EAST 124 STREET,0,,MANHATTAN,Lost Consciousness,10035.0,,0,04/19/2016,3409997,,,18:00:00,0
391694,243 STREET,0,,0,-73.7379376,,,40.662185,"(40.662185, -73.7379376)",SPORT UTILITY / STATION WAGON,1,0,,Unspecified,0,143 AVENUE,1,BUS,QUEENS,Failure to Yield Right-of-Way,11422.0,,0,01/30/2016,3380367,,,08:25:00,0
391846,NOSTRAND AVENUE,0,,0,-73.9500807,,,40.674313700000006,"(40.6743137, -73.9500807)",PASSENGER VEHICLE,0,0,,Lost Consciousness,0,PROSPECT PLACE,0,PASSENGER VEHICLE,BROOKLYN,Lost Consciousness,11216.0,,0,04/19/2016,3419643,,,18:30:00,0
391860,QUEENS BOULEVARD,0,,0,-73.9187012,,,40.743156400000004,"(40.7431564, -73.9187012)",PASSENGER VEHICLE,0,0,,Failure to Yield Right-of-Way,0,46 STREET,0,PASSENGER VEHICLE,QUEENS,Failure to Yield Right-of-Way,11104.0,,0,04/19/2016,3425937,,,18:30:00,0
391922,82 STREET,0,,0,-73.88575329999998,,,40.7576838,"(40.7576838, -73.8857533)",PICK-UP TRUCK,0,0,,,0,32 AVENUE,1,,QUEENS,Failure to Yield Right-of-Way,11370.0,,0,01/29/2016,3380478,,,12:08:00,1
391925,QUENTIN ROAD,0,,0,-73.9396853,,,40.6127816,"(40.6127816, -73.9396853)",SPORT UTILITY / STATION WAGON,0,0,,Unspecified,0,EAST 32 STREET,0,SPORT UTILITY / STATION WAGON,BROOKLYN,Failure to Yield Right-of-Way,11234.0,,0,01/29/2016,3379571,,,12:20:00,0
391940,WEST 23 STREET,0,,0,-74.0070233,,,40.7488912,"(40.7488912, -74.0070233)",SMALL COM VEH(4 TIRES),0,0,,Unspecified,0,11 AVENUE,0,VAN,MANHATTAN,Lost Consciousness,10011.0,,0,01/29/2016,3379914,,,13:00:00,0
391971,JOHNSON AVENUE,0,,0,-73.9358955,,,40.707282299999996,"(40.7072823, -73.9358955)",SPORT UTILITY / STATION WAGON,0,0,,Unspecified,0,WHITE STREET,0,PASSENGER VEHICLE,BROOKLYN,Failure to Yield Right-of-Way,11206.0,,0,01/29/2016,3379665,,,13:30:00,0
391979,ATLANTIC AVENUE,0,,0,-73.8450052,,,40.689245,"(40.689245, -73.8450052)",PASSENGER VEHICLE,0,0,,Unspecified,0,98 STREET,0,PASSENGER VEHICLE,QUEENS,Lost Consciousness,11421.0,,0,03/07/2016,3401183,,,16:08:00,0
391986,WEST 7 STREET,0,,0,-73.98017109999998,,,40.6051789,"(40.6051789, -73.9801711)",PASSENGER VEHICLE,0,0,,Unspecified,0,KINGS HIGHWAY,0,SPORT UTILITY / STATION WAGON,BROOKLYN,Failure to Yield Right-of-Way,11223.0,,0,01/29/2016,3380163,,,13:40:00,0
392066,ALBANY AVENUE,0,,0,-73.9395925,,,40.6674686,"(40.6674686, -73.9395925)",PASSENGER VEHICLE,0,0,,Lost Consciousness,0,PRESIDENT STREET,0,OTHER,BROOKLYN,Lost Consciousness,11213.0,,0,04/19/2016,3417871,,,20:00:00,0
392091,UTICA AVENUE,0,,0,-73.93112009999999,,,40.66879779999999,"(40.6687978, -73.9311201)",PASSENGER VEHICLE,0,0,,,0,EASTERN PARKWAY,1,,BROOKLYN,Failure to Yield Right-of-Way,11213.0,,0,04/19/2016,3417864,,,20:00:00,1
392150,LINDEN STREET,0,Unspecified,0,-73.9047782,,,40.7079909,"(40.7079909, -73.9047782)",PASSENGER VEHICLE,0,0,,Unspecified,0,GRANDVIEW AVENUE,0,SPORT UTILITY / STATION WAGON,QUEENS,Failure to Yield Right-of-Way,11385.0,PASSENGER VEHICLE,0,10/07/2016,3535509,,,00:10:00,0
392153,BREWER BOULEVARD,0,Unspecified,0,-73.7707754,,PASSENGER VEHICLE,40.6669624,"(40.6669624, -73.7707754)",PASSENGER VEHICLE,0,0,Unspecified,Failure to Yield Right-of-Way,0,SOUTH CONDUIT AVENUE,0,PASSENGER VEHICLE,QUEENS,Failure to Yield Right-of-Way,11434.0,PASSENGER VEHICLE,0,10/07/2016,3534995,,,00:10:00,0
392178,73 AVENUE,0,,0,-73.8142403,,,40.7266052,"(40.7266052, -73.8142403)",SPORT UTILITY / STATION WAGON,0,0,,Unspecified,0,153 STREET,0,PASSENGER VEHICLE,QUEENS,Failure to Yield Right-of-Way,11367.0,,0,10/07/2016,3535734,,,10:10:00,0
392228,33 AVENUE,0,,0,-73.8230916,,,40.76832020000001,"(40.7683202, -73.8230916)",PASSENGER VEHICLE,0,0,,Unspecified,0,145 STREET,0,SPORT UTILITY / STATION WAGON,QUEENS,Failure to Yield Right-of-Way,11354.0,,0,10/07/2016,3535898,,,11:10:00,0
392234,CENTRAL PARK WEST,0,,0,-73.9805625,,,40.769906299999995,"(40.7699063, -73.9805625)",PASSENGER VEHICLE,0,0,,Lost Consciousness,0,WEST 63 STREET,0,PASSENGER VEHICLE,MANHATTAN,Lost Consciousness,10023.0,,0,04/19/2016,3409306,,,20:30:00,0
392236,WEST 42 STREET,0,,0,-73.9897922,,,40.7572323,"(40.7572323, -73.9897922)",TAXI,0,0,,Unspecified,0,8 AVENUE,0,SPORT UTILITY / STATION WAGON,MANHATTAN,Lost Consciousness,10036.0,,0,01/29/2016,3382642,,,15:50:00,0
392287,DURYEA PLACE,0,,0,-73.95671120000002,,,40.6453836,"(40.6453836, -73.9567112)",PASSENGER VEHICLE,0,0,,Failure to Yield Right-of-Way,0,EAST 22 STREET,0,PASSENGER VEHICLE,BROOKLYN,Failure to Yield Right-of-Way,11226.0,,0,04/18/2016,3417579,,,11:20:00,0
392302,BREWER BOULEVARD,0,Lost Consciousness,0,-73.7858047,,,40.6889963,"(40.6889963, -73.7858047)",PASSENGER VEHICLE,2,0,,Lost Consciousness,0,LINDEN BOULEVARD,2,PASSENGER VEHICLE,QUEENS,Lost Consciousness,11433.0,PASSENGER VEHICLE,0,04/19/2016,3428577,,,20:45:00,0
392317,69 STREET,0,,0,-73.8738137,,,40.730937299999994,"(40.7309373, -73.8738137)",PASSENGER VEHICLE,0,0,,Failure to Yield Right-of-Way,0,,0,PASSENGER VEHICLE,,Failure to Yield Right-of-Way,,,0,04/19/2016,3423518,,,21:00:00,0
392318,PENNSYLVANIA AVENUE,0,,0,-73.89747690000002,,,40.6781627,"(40.6781627, -73.8974769)",PASSENGER VEHICLE,0,0,,Unspecified,0,JAMAICA AVENUE,0,OTHER,BROOKLYN,Failure to Yield Right-of-Way,11207.0,,0,01/29/2016,3380249,,,16:25:00,0
392347,,0,,0,-73.8182677,89-09 133 STREET,,40.699800700000004,"(40.6998007, -73.8182677)",PASSENGER VEHICLE,0,0,,Lost Consciousness,0,,0,PASSENGER VEHICLE,QUEENS,Lost Consciousness,11418.0,,0,04/19/2016,3422531,,,21:30:00,0
392355,ARCHER AVENUE,0,,0,-73.81147440000002,,,40.6993534,"(40.6993534, -73.8114744)",SPORT UTILITY / STATION WAGON,0,0,,Unsafe Speed,0,139 STREET,0,PASSENGER VEHICLE,QUEENS,Failure to Yield Right-of-Way,11435.0,,0,10/07/2016,3535889,,,13:10:00,0
392362,MAIN STREET,0,,0,-73.82828029999997,,,40.755392,"(40.755392, -73.8282803)",PASSENGER VEHICLE,0,0,,,0,MAPLE AVENUE,0,PASSENGER VEHICLE,QUEENS,Failure to Yield Right-of-Way,11355.0,,0,01/29/2016,3379781,,,16:40:00,0
392388,WILLIAMS AVENUE,0,,0,-73.8912532,,,40.65002570000001,"(40.6500257, -73.8912532)",PASSENGER VEHICLE,0,0,,Unspecified,0,FLATLANDS AVENUE,0,SPORT UTILITY / STATION WAGON,BROOKLYN,Failure to Yield Right-of-Way,11207.0,,0,10/07/2016,3536405,,,14:10:00,0
392414,1 AVENUE,0,,0,-73.9470478,,,40.780065,"(40.780065, -73.9470478)",PASSENGER VEHICLE,0,0,,Unspecified,0,EAST 91 STREET,0,SPORT UTILITY / STATION WAGON,MANHATTAN,Failure to Yield Right-of-Way,10128.0,,0,01/29/2016,3379972,,,16:50:00,0
392498,,0,,0,-73.8489844,,,40.7384163,"(40.7384163, -73.8489844)",PASSENGER VEHICLE,0,0,,Unspecified,0,,0,,,Failure to Yield Right-of-Way,,,0,10/07/2016,3535652,,,15:10:00,0
392530,WEST 123 STREET,0,,0,-73.94927990000002,,,40.807666999999995,"(40.807667, -73.9492799)",SPORT UTILITY / STATION WAGON,2,0,,,0,7 AVENUE,2,PASSENGER VEHICLE,MANHATTAN,Lost Consciousness,10027.0,,0,01/29/2016,3380012,,,17:25:00,0
392541,,0,,0,-73.9536968,264 LEE AVENUE,,40.699899200000004,"(40.6998992, -73.9536968)",PASSENGER VEHICLE,0,0,,Lost Consciousness,0,,0,PASSENGER VEHICLE,BROOKLYN,Lost Consciousness,11206.0,,0,04/19/2016,3421585,,,22:15:00,0
392696,31 AVENUE,0,,0,-73.9106838,,,40.7583179,"(40.7583179, -73.9106838)",PASSENGER VEHICLE,0,0,,Unspecified,0,48 STREET,0,SPORT UTILITY / STATION WAGON,QUEENS,Failure to Yield Right-of-Way,11103.0,,0,10/07/2016,3536006,,,22:10:00,0
392739,SOUTHERN BOULEVARD,0,,0,-73.89192890000002,,,40.824655799999995,"(40.8246558, -73.8919289)",SPORT UTILITY / STATION WAGON,0,0,,,0,WESTCHESTER AVENUE,1,,BRONX,Failure to Yield Right-of-Way,10459.0,,0,01/29/2016,3380057,,,18:30:00,1
392740,110 STREET,0,,0,-73.8408584,,,40.7209826,"(40.7209826, -73.8408584)",PASSENGER VEHICLE,1,0,,Unspecified,0,72 AVENUE,1,SPORT UTILITY / STATION WAGON,QUEENS,Failure to Yield Right-of-Way,11375.0,,0,01/29/2016,3380440,,,18:30:00,0
392742,EAST 138 STREET,0,,0,-73.92288690000002,,,40.8091071,"(40.8091071, -73.9228869)",SPORT UTILITY / STATION WAGON,0,0,,,0,WILLIS AVENUE,1,,BRONX,Failure to Yield Right-of-Way,10454.0,,0,01/29/2016,3380048,,,18:45:00,1
392801,212 STREET,0,,0,-73.7458024,,,40.7094706,"(40.7094706, -73.7458024)",PASSENGER VEHICLE,3,0,,Unspecified,0,HOLLIS AVENUE,3,PASSENGER VEHICLE,QUEENS,Failure to Yield Right-of-Way,11429.0,,0,10/07/2016,3535060,,,06:10:00,0
392822,AUSTIN STREET,0,,0,-73.8415885,,,40.7188893,"(40.7188893, -73.8415885)",AMBULANCE,0,0,,Unspecified,0,72 ROAD,0,UNKNOWN,QUEENS,Lost Consciousness,11375.0,,0,01/29/2016,3380439,,,19:45:00,0
392823,ATLANTIC AVENUE,0,Unspecified,0,-73.84281130000002,,PASSENGER VEHICLE,40.689873299999995,"(40.6898733, -73.8428113)",TAXI,0,0,Unspecified,Unspecified,0,102 STREET,0,PASSENGER VEHICLE,QUEENS,Failure to Yield Right-of-Way,11418.0,PASSENGER VEHICLE,0,01/29/2016,3380321,,,19:45:00,0
392824,LIVINGSTON STREET,0,,0,-73.99144659999997,,,40.691596999999994,"(40.691597, -73.9914466)",PASSENGER VEHICLE,0,0,,Unspecified,0,COURT STREET,0,UNKNOWN,BROOKLYN,Lost Consciousness,11201.0,,0,01/29/2016,3380280,,,19:46:00,0
392827,6 AVENUE,0,,0,-73.99232049999998,,,40.7435691,"(40.7435691, -73.9923205)",PASSENGER VEHICLE,0,0,,Unspecified,0,WEST 24 STREET,0,OTHER,MANHATTAN,Lost Consciousness,10010.0,,0,01/29/2016,3379430,,,01:05:00,0
392838,BAY RIDGE PARKWAY,0,,0,-73.998372,,,40.6148313,"(40.6148313, -73.998372)",PASSENGER VEHICLE,0,0,,,0,17 AVENUE,1,,BROOKLYN,Failure to Yield Right-of-Way,11204.0,,0,01/29/2016,3381368,,,20:05:00,1
392841,14 AVENUE,0,,0,-74.0028565,,,40.6212541,"(40.6212541, -74.0028565)",PASSENGER VEHICLE,0,0,,Unspecified,0,71 STREET,0,PASSENGER VEHICLE,BROOKLYN,Failure to Yield Right-of-Way,11228.0,,0,01/29/2016,3380186,,,20:11:00,0
392875,WEST 81 STREET,0,,0,-73.9745391,,,40.78324179999999,"(40.7832418, -73.9745391)",SPORT UTILITY / STATION WAGON,0,0,,Unspecified,0,COLUMBUS AVENUE,0,SPORT UTILITY / STATION WAGON,MANHATTAN,Failure to Yield Right-of-Way,10024.0,,0,01/29/2016,3379473,,,20:31:00,0
392904,,0,Failure to Yield Right-of-Way,0,-73.9787398,431 EAST 20 STREET,,40.734427399999994,"(40.7344274, -73.9787398)",PASSENGER VEHICLE,0,0,,Failure to Yield Right-of-Way,0,,0,PASSENGER VEHICLE,MANHATTAN,Failure to Yield Right-of-Way,10010.0,PASSENGER VEHICLE,0,04/19/2016,3407073,,,06:00:00,0
393024,CADMAN PLAZA WEST,0,,0,-73.9909333,,,40.7007672,"(40.7007672, -73.9909333)",PASSENGER VEHICLE,0,0,,Unspecified,0,PROSPECT STREET,0,LARGE COM VEH(6 OR MORE TIRES),BROOKLYN,Lost Consciousness,11201.0,,0,01/29/2016,3380283,,,22:32:00,0
393039,TILLARY STREET,0,,0,-73.9845292,,,40.696034600000004,"(40.6960346, -73.9845292)",PICK-UP TRUCK,0,0,,Unspecified,0,FLATBUSH AVENUE EXTENSION,0,,BROOKLYN,Failure to Yield Right-of-Way,11201.0,,0,01/29/2016,3380285,,,22:58:00,0
393097,62 DRIVE,0,,0,-73.8487602,,,40.736355700000004,"(40.7363557, -73.8487602)",PASSENGER VEHICLE,0,0,,Unspecified,0,110 STREET,0,PASSENGER VEHICLE,QUEENS,Failure to Yield Right-of-Way,11375.0,,0,10/06/2016,3534691,,,12:10:00,0
393100,MASPETH AVENUE,0,,0,-73.9347028,,,40.7172094,"(40.7172094, -73.9347028)",LARGE COM VEH(6 OR MORE TIRES),0,0,,Unspecified,0,VANDERVOORT AVENUE,0,LARGE COM VEH(6 OR MORE TIRES),BROOKLYN,Failure to Yield Right-of-Way,11211.0,,0,01/29/2016,3379660,,,02:30:00,0
393157,IRVING AVENUE,0,,0,-73.9050439,,,40.693704600000004,"(40.6937046, -73.9050439)",PASSENGER VEHICLE,0,0,,,0,COVERT STREET,1,,BROOKLYN,Failure to Yield Right-of-Way,11237.0,,0,04/19/2016,3420633,,,07:00:00,1
393190,FRESH POND ROAD,0,,0,-73.9011579,,,40.7146219,"(40.7146219, -73.9011579)",,0,0,,,0,ELIOT AVENUE,1,,QUEENS,Failure to Yield Right-of-Way,11379.0,,0,04/19/2016,3423508,,,07:30:00,1
393193,VAN DAM STREET,0,,0,-73.9372432,,,40.7277946,"(40.7277946, -73.9372432)",SPORT UTILITY / STATION WAGON,0,0,,Unspecified,0,BRIDGEWATER STREET,0,SPORT UTILITY / STATION WAGON,BROOKLYN,Failure to Yield Right-of-Way,11222.0,,0,01/29/2016,3380904,,,06:55:00,0
393238,JOE DIMAGGIO HIGHWAY,0,,0,-74.00836609999998,,,40.7503074,"(40.7503074, -74.0083661)",PICK-UP TRUCK,0,0,,Failure to Yield Right-of-Way,0,WEST 24 STREET,0,LARGE COM VEH(6 OR MORE TIRES),MANHATTAN,Failure to Yield Right-of-Way,10011.0,,0,01/29/2016,3379919,,,07:00:00,0
393292,EAST 22 STREET,0,,0,-73.9868503,,,40.739522799999996,"(40.7395228, -73.9868503)",TAXI,0,0,,Failure to Yield Right-of-Way,0,PARK AVENUE SOUTH,0,VAN,MANHATTAN,Failure to Yield Right-of-Way,10010.0,,0,01/29/2016,3379429,,,07:55:00,0
393300,65 STREET,0,,0,-73.9814363,,,40.6138389,"(40.6138389, -73.9814363)",PASSENGER VEHICLE,0,0,,Failure to Yield Right-of-Way,0,BAY PARKWAY,0,PASSENGER VEHICLE,BROOKLYN,Failure to Yield Right-of-Way,11204.0,,0,04/19/2016,3415422,,,07:45:00,0
393356,122 STREET,0,,0,-73.81697259999999,,,40.6736766,"(40.6736766, -73.8169726)",SPORT UTILITY / STATION WAGON,0,0,,Unspecified,0,SUTTER AVENUE,0,PASSENGER VEHICLE,QUEENS,Failure to Yield Right-of-Way,11420.0,,0,01/29/2016,3379727,,,08:40:00,0
393402,RICHMOND ROAD,0,,0,-74.1045498,,,40.586501299999995,"(40.5865013, -74.1045498)",PASSENGER VEHICLE,0,0,,Failure to Yield Right-of-Way,0,STOBE AVENUE,0,PASSENGER VEHICLE,STATEN ISLAND,Failure to Yield Right-of-Way,10306.0,,0,04/19/2016,3430755,,,08:04:00,0
393406,DELANCEY STREET,0,,1,-73.9807441,,,40.7161833,"(40.7161833, -73.9807441)",UNKNOWN,0,0,,Unspecified,0,COLUMBIA STREET,1,BICYCLE,MANHATTAN,Failure to Yield Right-of-Way,10002.0,,0,03/06/2016,3400347,,,17:25:00,0
393410,35 AVENUE,0,,0,-73.80888900000002,,,40.7658739,"(40.7658739, -73.808889)",PASSENGER VEHICLE,0,0,,Unspecified,0,156 STREET,0,PASSENGER VEHICLE,QUEENS,Failure to Yield Right-of-Way,11354.0,,0,03/06/2016,3401262,,,17:30:00,0
393427,47 AVENUE,0,,0,-73.78696190000002,,,40.7522791,"(40.7522791, -73.7869619)",PASSENGER VEHICLE,0,0,,Failure to Yield Right-of-Way,0,194 STREET,0,PASSENGER VEHICLE,QUEENS,Failure to Yield Right-of-Way,11358.0,,0,04/19/2016,3427665,,,08:20:00,0
393499,WEST 34 STREET,0,,0,-73.9934636,,,40.752190399999996,"(40.7521904, -73.9934636)",PASSENGER VEHICLE,0,0,,Lost Consciousness,0,8 AVENUE,0,,MANHATTAN,Lost Consciousness,10001.0,,0,04/19/2016,3407482,,,08:23:00,0
393550,71 AVENUE,0,,0,-73.8513665,,,40.708403600000004,"(40.7084036, -73.8513665)",PASSENGER VEHICLE,1,0,,Unspecified,0,WALNUT STREET,1,PASSENGER VEHICLE,QUEENS,Failure to Yield Right-of-Way,11375.0,,0,10/06/2016,3534913,,,18:10:00,0
393573,,0,,0,-73.9922044,371 7 AVENUE,,40.748806099999996,"(40.7488061, -73.9922044)",PASSENGER VEHICLE,0,0,,Lost Consciousness,0,,0,PASSENGER VEHICLE,MANHATTAN,Lost Consciousness,10001.0,,0,04/19/2016,3407488,,,08:45:00,0
393617,,0,,0,-73.9773304,65        WEST 54 STREET,,40.7618718,"(40.7618718, -73.9773304)",TAXI,0,0,,Unspecified,0,,0,TAXI,MANHATTAN,Failure to Yield Right-of-Way,10019.0,,0,10/06/2016,3534705,,,01:10:00,0
393686,EAST 9 STREET,0,,0,-73.98724920000002,,,40.7291862,"(40.7291862, -73.9872492)",PASSENGER VEHICLE,0,0,,,0,2 AVENUE,1,,MANHATTAN,Failure to Yield Right-of-Way,10003.0,,0,10/06/2016,3535784,,,21:10:00,1
393732,WEST 186 STREET,0,,0,-73.932726,,,40.8528969,"(40.8528969, -73.932726)",SPORT UTILITY / STATION WAGON,0,0,,,0,WADSWORTH AVENUE,1,,MANHATTAN,Failure to Yield Right-of-Way,10033.0,,0,10/06/2016,3535706,,,22:10:00,1
393780,WEST 125 STREET,0,,0,-73.94548329999998,,,40.807772299999996,"(40.8077723, -73.9454833)",PASSENGER VEHICLE,0,0,,Unspecified,0,LENOX AVENUE,0,VAN,MANHATTAN,Lost Consciousness,10027.0,,0,01/29/2016,3380013,,,09:20:00,0
393798,HYLAN BOULEVARD,0,,1,-74.09340859999998,,,40.5852401,"(40.5852401, -74.0934086)",PASSENGER VEHICLE,0,0,,Unspecified,0,BUEL AVENUE,1,BICYCLE,STATEN ISLAND,Failure to Yield Right-of-Way,10305.0,,0,10/06/2016,3535699,,,05:10:00,0
393856,MARATHON PARKWAY,0,,0,-73.73138879999998,,,40.759625899999996,"(40.7596259, -73.7313888)",PASSENGER VEHICLE,0,0,,Unspecified,0,57 AVENUE,0,PASSENGER VEHICLE,QUEENS,Failure to Yield Right-of-Way,11362.0,,0,01/29/2016,3380427,,,09:25:00,0
393894,LIBERTY AVENUE,0,,0,-73.8294593,,,40.6853995,"(40.6853995, -73.8294593)",SPORT UTILITY / STATION WAGON,1,0,,Unspecified,0,113 STREET,1,MOTORCYCLE,QUEENS,Failure to Yield Right-of-Way,11419.0,,0,10/06/2016,3534906,,,07:10:00,0
393927,,0,,0,-73.9831478,257 GOLD STREET,,40.6968715,"(40.6968715, -73.9831478)",PASSENGER VEHICLE,0,0,,Failure to Yield Right-of-Way,0,,0,PASSENGER VEHICLE,BROOKLYN,Failure to Yield Right-of-Way,11201.0,,0,04/18/2016,3420947,,,10:00:00,0
393972,DURANT AVENUE,0,,0,-74.1394782,,,40.551069899999995,"(40.5510699, -74.1394782)",SPORT UTILITY / STATION WAGON,0,0,,Unspecified,0,KEEGANS LANE,0,SPORT UTILITY / STATION WAGON,STATEN ISLAND,Failure to Yield Right-of-Way,10308.0,,0,10/06/2016,3535675,,,08:10:00,0
393995,149 STREET,0,,0,-73.8168248,,,40.7642344,"(40.7642344, -73.8168248)",SPORT UTILITY / STATION WAGON,0,0,,,0,38 AVENUE,1,,QUEENS,Failure to Yield Right-of-Way,11354.0,,0,10/06/2016,3534589,,,08:10:00,1
393996,41 AVENUE,0,,0,-73.8239334,,,40.7598951,"(40.7598951, -73.8239334)",PASSENGER VEHICLE,0,0,,,0,BOWNE STREET,1,,QUEENS,Failure to Yield Right-of-Way,11355.0,,0,10/06/2016,3534557,,,08:10:00,1
394021,JAMAICA AVENUE,0,,0,-73.85216390000002,,,40.6936625,"(40.6936625, -73.8521639)",SPORT UTILITY / STATION WAGON,0,0,,Failure to Yield Right-of-Way,0,WOODHAVEN BOULEVARD,0,PASSENGER VEHICLE,QUEENS,Failure to Yield Right-of-Way,11421.0,,0,10/06/2016,3534535,,,09:10:00,0
394027,AVENUE O,0,,0,-73.9821072,,,40.6104217,"(40.6104217, -73.9821072)",PASSENGER VEHICLE,0,0,,,0,WEST 8 STREET,1,,BROOKLYN,Failure to Yield Right-of-Way,11204.0,,0,10/06/2016,3534552,,,09:10:00,1
394028,EMERALD STREET,0,,0,-73.8591124,,,40.669992,"(40.669992, -73.8591124)",SPORT UTILITY / STATION WAGON,0,0,,,0,LINDEN BOULEVARD,1,,BROOKLYN,Failure to Yield Right-of-Way,11208.0,,0,10/06/2016,3535058,,,09:10:00,1
394101,CHURCH AVENUE,0,,0,-73.9457051,,,40.651005700000006,"(40.6510057, -73.9457051)",PASSENGER VEHICLE,0,0,,Unspecified,0,EAST 34 STREET,0,,BROOKLYN,Failure to Yield Right-of-Way,11203.0,,0,10/05/2016,3534455,,,11:10:00,0
394391,NOSTRAND AVENUE,0,,0,-73.9397962,,,40.5895661,"(40.5895661, -73.9397962)",SPORT UTILITY / STATION WAGON,0,0,,Unspecified,0,AVENUE Z,0,SPORT UTILITY / STATION WAGON,BROOKLYN,Failure to Yield Right-of-Way,11235.0,,0,10/05/2016,3535547,,,15:10:00,0
394585,UNION STREET,0,,0,-73.8265417,,,40.7604644,"(40.7604644, -73.8265417)",PASSENGER VEHICLE,0,0,,Unspecified,0,ROOSEVELT AVENUE,0,PASSENGER VEHICLE,QUEENS,Failure to Yield Right-of-Way,11354.0,,0,01/29/2016,3379779,,,09:45:00,0
394648,8 STREET,0,,1,-73.98343609999998,,,40.6686416,"(40.6686416, -73.9834361)",PASSENGER VEHICLE,0,0,,Unspecified,0,6 AVENUE,1,BICYCLE,BROOKLYN,Failure to Yield Right-of-Way,11215.0,,0,03/05/2016,3401135,,,19:50:00,0
394657,LINDEN BOULEVARD,0,,0,-73.7807822,,,40.691029,"(40.691029, -73.7807822)",PASSENGER VEHICLE,0,0,,Unspecified,0,169 STREET,0,SPORT UTILITY / STATION WAGON,QUEENS,Failure to Yield Right-of-Way,11434.0,,0,10/05/2016,3535233,,,19:10:00,0
394684,WEST 207 STREET,0,,0,-73.92121359999999,,,40.867691799999996,"(40.8676918, -73.9212136)",SPORT UTILITY / STATION WAGON,0,0,,Lost Consciousness,0,BROADWAY,0,SPORT UTILITY / STATION WAGON,MANHATTAN,Lost Consciousness,10034.0,,0,02/28/2016,3396488,,,14:14:00,0
394723,GRAHAM AVENUE,0,,0,-73.9440319,,,40.7123781,"(40.7123781, -73.9440319)",PASSENGER VEHICLE,1,0,,Unspecified,0,POWERS STREET,1,PASSENGER VEHICLE,BROOKLYN,Failure to Yield Right-of-Way,11211.0,,0,02/28/2016,3396722,,,14:21:00,0
394740,AVENUE U,0,,0,-73.9611853,,,40.598312,"(40.598312, -73.9611853)",PASSENGER VEHICLE,0,0,,Unspecified,0,CONEY ISLAND AVENUE,0,PASSENGER VEHICLE,BROOKLYN,Failure to Yield Right-of-Way,11223.0,,0,02/28/2016,3397333,,,14:30:00,0
394755,WEST 141 STREET,0,,0,-73.9380903,,,40.8178994,"(40.8178994, -73.9380903)",SPORT UTILITY / STATION WAGON,0,0,,Unspecified,0,LENOX AVENUE,0,PASSENGER VEHICLE,MANHATTAN,Lost Consciousness,10037.0,,0,02/28/2016,3396480,,,14:36:00,0
394843,EAST 83 STREET,0,,0,-73.91108050000003,,,40.6369309,"(40.6369309, -73.9110805)",PASSENGER VEHICLE,0,0,,Unspecified,0,FLATLANDS AVENUE,0,PASSENGER VEHICLE,BROOKLYN,Failure to Yield Right-of-Way,11236.0,,0,02/28/2016,3396091,,,15:00:00,0
394994,HYLAN BOULEVARD,0,,0,-74.0898783,,,40.5890362,"(40.5890362, -74.0898783)",PASSENGER VEHICLE,0,0,,Unspecified,0,DELAWARE AVENUE,0,SPORT UTILITY / STATION WAGON,STATEN ISLAND,Failure to Yield Right-of-Way,10305.0,,0,03/05/2016,3400864,,,22:25:00,0
